ID,TERM,NOTES
603,luca,"In Lunfardo (Argentine slang), 'luca' means 'a thousand units'.  The example shows its use to refer to a thousand messages.  While the DRAE (Spanish Royal Academy Dictionary) lists it as colloquialism for ""1000 pesos bill"" used in Argentina, Colombia, and Uruguay, the entry notes that there haven't been 1000 peso bills in Argentina for at least 15 years. The DIHA (another dictionary) gives the meaning as 'mil pesos' (one thousand pesos). Therefore, the term's meaning is primarily understood as 'one thousand' in a general sense, not specifically referring to currency."
609,mano,"The word ""mano"" in Argentinian Spanish has multiple meanings and usages, depending on the context.  It can refer to:

1. **Direction of traffic on a city street:**  (e.g., ""A la altura de la facultad, Yrigoyen pasa a ser mano única"" - At the height of the faculty, Yrigoyen becomes one-way).
2. **Thing, matter, subject, or business:** (e.g., ""Viene jodida la mano"" - The situation is complicated/difficult).
3. **(Hasta las manos):** Completely, to the maximum, fully.  This is lunfardo (Argentine slang).
4. **(Hasta las manos):** Very compromised, in trouble.
5. **(Meter la mano en la lata):** To defraud, to swindle (colloquial).
6. **(Meter mano en algo):** To intervene, to take part in a matter (colloquial).
7. **(Pararse de manos):** For a horse: to rear up. For a rider: to make a horse rear up.  Also, in lunfardo, to contend, dispute, argue.
8. **(Tenga mano):** Lunfardo phrase used to interrupt a speaker, similar to ""wait a minute,"" ""stop,"" ""be quiet,"" or ""listen to me.""

The entry also notes regional variations and alternative meanings from other dictionaries, including usages among stevedores in the Northeast of Argentina (agarrarle la mano, parar la mano, ser de mano suelta), and the DRAE's definitions of ""meter la mano en algo"" (to illicitly appropriate part of something) and ""meter las manos en algo"" (to enter or take part in its execution, to undertake it with interest), and ""pararse de manos"" (in Costa Rica, to oppose, challenge, obstruct, contradict)."
610,manuela,"Female slang term in Lunfardo (Argentine slang), specifically referring to masturbation, especially male masturbation."
615,masoquearse,"Reflexive verb (prnl.) meaning to torment oneself, to cause oneself affliction, displeasure, or anger.  The etymology connects to 'masoquista' (masochist) which, according to the DRAE (Spanish Royal Academy Dictionary), means 'one who enjoys or accepts the unpleasant or that which causes unease or sorrow'. While 'masoquista' isn't marked as regional, it is marked as colloquial. The term 'masoquearse' is specifically identified as lunfardo (lunf. - slang from the Buenos Aires underworld)."
621,melón,"In Lunfardo (Argentine slang), ""melón"" means ""head"" (of a person).  In the plural (""melones""), it refers to breasts, especially large ones. The Royal Spanish Academy (DRAE) also registers the meaning of ""clumsy or foolish man"" as a colloquialism."
623,menesunda,"Feminine noun, lunfardo (Argentine slang).  It has three main meanings:
1. A mix of heterogeneous things.
2. An embarrassing situation (used in the plural).
3. The subject matter being discussed.
The entry also notes that the DRAE (Spanish Royal Academy Dictionary) includes a colloquial meaning in Rioplatense countries (Argentina and Uruguay) as 'drug, narcotic substance'."
624,mensana,"Adjective, common colloquialism.  Refers to a fan of the Gimnasia y Esgrima La Plata sports club.  Also used colloquially to describe anything related to that club."
625,merca,"Feminine noun, lunfardo (Argentine slang).  Means cocaine.  The DIHA (presumably a dictionary or linguistic resource) lists it as a vulgarism with the less specific meaning of 'illicitly traded stimulant or depressant drug'.  The entry also includes other lunfardo terms: metedor (adj., hardworking, tenacious person), metejoneado (adj., in love or strongly attracted to someone), and meterete (adj./noun, nosy person; the DRAE lists 'entremetido' as a Uruguayan colloquialism, but the feminine form, heard in Buenos Aires, is not included)."
631,michifuz,"The word ""michifús"" is a colloquial and lunfardo (Argentine slang) term for ""cat"".  It also has a slang meaning of ""prostitute"". The entry indicates its use as a masculine noun."
632,micifuz,"The word ""micifuz"" is a colloquial and lunfardo (Argentine slang) term for ""cat"".  It has multiple meanings: 1)  A cat (mammalian feline). 2) A cat (in the sense of a prostitute). 3) A police officer (obsolete usage). The multiple meanings highlight its evolution and usage within specific subcultures and time periods."
634,millo,"The term ""millo"" is slang used in Argentina, specifically referring to a fan or something related to the River Plate football club.  It can be used as an adjective (""adj."") meaning ""fan of River Plate"" or ""related to River Plate"".  The entry also includes ""millonario/ria"", which in lunfardo (Argentine slang) means ""signature"" or ""act of signing"", but it's also used colloquially as an adjective for a River Plate fan or something related to the club."
647,moishe,A slang term for a person of Hebrew origin.  The entry indicates it's slang ('SLANG') and the use of '.com' and '.lunf' suggests an online or possibly Lunfardo context (Lunfardo being a type of Argentine slang).
654,morguera,"Feminine noun. Vehicle used to transport corpses to the morgue.  Also includes the slang term ""mormoso, sa"", an adjective meaning (of a person) suffering from bruises, usually as a result of a beating.  Example: ""Quedó todo mormoso"" (He/She was left all bruised). The example sentence ""Los policías cargan el cuerpo del occiso en la morguera"" translates to ""The police load the body of the deceased into the hearse."""
656,mover,"Lunfardo slang term with multiple meanings. Primarily, it means ""to have carnal access"" (to have sex).  It can also mean ""to rape"" (to have forceful carnal access).  A third meaning, used with the pronoun ""la"", refers to having extensive knowledge or mastery of an activity. This last meaning is likely derived from football (soccer) jargon, where ""la"" refers to the ball."
657,movida,"Feminine noun, colloquial. Succession of events, concerted beforehand or not.  The example sentence ""Se extiende la movida gastronómica de Palermo Hollywood"" shows its use to describe a vibrant culinary scene in a specific Buenos Aires neighborhood.  The entry also includes definitions for ""mozo"" (waiter/waitress) and ""mufado"" (bad-luck, ill-tempered), which are related terms but not the primary focus."
658,mufar,"Pronounced as a pronominal verb (prnl.) and transitive verb (tr.), 'mufar' is lunfardo (lunf.) slang meaning to become bad-tempered or to transmit bad luck to someone or something.  The DRAE (Spanish Royal Academy Dictionary) defines 'mufa' as 'mold or damp stain' and 'anger or bad mood due to something annoying,' used in Argentina and Uruguay, the latter colloquially. The DIHA (another dictionary) adds 'bad luck' and 'in popular belief, a person considered a bearer of bad luck.'  Neither dictionary includes 'mufado' or 'mufar' as entries."
662,muzzarella,"Mozzarella cheese, a type of fresh cheese generally made with cow's milk, especially used in the preparation of pizzas.  The entry also includes a second term, 'nabo', which is lunfardo (Argentine slang) for 'stupid, silly' and also a vulgar slang term for penis."
665,naifa,Female. Lunfardo slang term for a woman.
669,nal,"Abbreviation of 'peso de moneda nacional' (national currency peso).  The entry indicates it's lunfardo (lunf. - Lunfardo is a type of Argentine slang) and desusado (desus. - disused or obsolete).  Therefore, it's an outdated slang term for the Argentine peso."
670,nami,Female. Lunfardo slang term for a woman.
673,napolitana,"As an adjective, it describes a milanesa (breaded cutlet) prepared with tomato sauce, cooked ham, and mozzarella cheese.  As a noun, it refers to a Neapolitan pizza.  The locution 'pizza napolitana' specifies a pizza with tomato slices and sometimes anchovies on top of the mozzarella. The expression 'milanesa a la napolitana' is also used."
