language_code,category,region_code,Term_Phrase_Item,notes,tags
es-AR,YOUTH_SLANG,Argentina,Flashero/a,"Describes something trippy, mind-bending, surprising, or someone who imagines crazy things.  It's related to the verb ""flashear"" (to flash, to suddenly see something).  Examples include: ""La película fue re flashera"" (The movie was super trippy) and ""Es un flashero, siempre inventa historias"" (He's a daydreamer/BS-er, always making up stories).","Youth Slang,Surprising,Imaginative"
es-AR,YOUTH_SLANG,Argentina,Funar,"To ""cancel"" someone, to publicly denounce or criticize someone, especially online. Originates from internet slang in Chilean Spanish and has been adopted by youth in Argentina.  Example: ""Lo funaron en Twitter por sus comentarios."" (They ""cancelled"" him on Twitter for his comments.)","Internet slang,Cancel Culture,Youth Slang"
es-AR,YOUTH_SLANG,Argentina,GOD,"Used as an adjective meaning excellent, amazing, or top-tier. It is an English loanword originating from internet and gaming slang.  Example: ""Este tema nuevo es God."" (This new song is amazing.)","Excellent,Internet slang,Youth slang"
es-AR,YOUTH_SLANG,Argentina,Limado/a (estar),"Crazy, nuts, eccentric; to be crazy.  The literal meaning is ""filed down.""  Example: ""Ese tipo está re limado."" (That guy is totally crazy.)","Slang,Youth,Argentina"
es-AR,YOUTH_SLANG,Argentina,Manija (estar),"To be very excited, anxious, or hyped up for something.  The literal meaning is ""handle.""  Example: ""Estoy re manija por el concierto de mañana."" (I'm super hyped for tomorrow's concert.)","Excited,Youth Slang,Argentina"
es-AR,YOUTH_SLANG,Argentina,Messirve,"A playful coinage combining ""me sirve"" (it serves me/it works for me) and the name of footballer Lionel Messi.  It expresses that something is useful, pleasing, or perfectly suited to the speaker, often implying something is exceptionally good.  The example provided shows its use in a casual conversation about going to the movies, where it conveys enthusiastic agreement.","Youth Slang,Football,Argentina"
es-AR,YOUTH_SLANG,Argentina,Milipili,"A pejorative stereotype of a superficial, wealthy young woman, often focused on appearances and social status.  It's a combination of the common names Milagros and Pilar.  The term implies a critical or negative view of this type of young woman. Example usage: ""Las milipilis siempre están en el shopping."" (The ""milipilis"" are always at the mall.)","Youth Slang,Pejorative,Stereotype"
es-AR,YOUTH_SLANG,Argentina,Nashe,"Means ""very good, awesome, cool.""  It's often used with an air of confidence or swagger.  Its origin is in youth slang and was popularized by the streamer Coscu, though the precise origin is unclear.  Example: ""Esa jugada fue nashe."" (That play was awesome.)","Youth Slang,Internet Slang,Argentina"
es-AR,YOUTH_SLANG,Argentina,Ndeah,"Similar to ""ahre,"" used to denote sarcasm or that something isn't serious. Often associated with a specific internet/meme culture.","Sarcasm,Internet slang,Youth slang"
es-AR,YOUTH_SLANG,Argentina,Ponerse/Sacarse la gorra,"This idiom literally translates to ""to put on/take off the cap.""  It refers to the action of becoming serious and enforcing rules (ponerse la gorra - to put on the cap, like a police officer) or conversely, to stop acting like an authority figure and relax (sacarse la gorra - to take off the cap).  The implied image is that of a police officer's cap.  The phrase is used to encourage someone to loosen up and have fun or to describe someone who is being overly strict.","Youth Slang,Idiom,Argentina"
es-AR,YOUTH_SLANG,Argentina,Previa,"A pre-party or pre-game gathering, usually involving alcohol consumption, before heading to a main event.  The word literally means ""previous"" in Spanish.  It's commonly used among young people in Argentina.","Youth,Slang,Argentina"
es-AR,YOUTH_SLANG,Argentina,Re,"An intensifier meaning ""very,"" ""really,"" or ""super."" It is placed before an adjective or adverb.  Examples include ""Estoy re cansado"" (I'm super tired) and ""La pasamos re bien"" (We had a really good time). This usage is characteristic of youth slang.","Intensifier,Youth Slang,Argentina"
es-AR,YOUTH_SLANG,Argentina,Salir de joda / Irse de joda,"To go out partying, to go have fun (often involving drinking and dancing).  This phrase is used by young people to describe going out for a night of socializing, typically involving alcohol and dancing.  Example: ""Los pibes se fueron de joda anoche."" (The kids went out partying last night.)","Partying,Youth Slang,Argentina"
es-AR,YOUTH_SLANG,Argentina,Skere,"A term often used to express excitement or approval, similar to ""let's get it"" or ""cool."" Popularized by trap music.  It's used to express enthusiasm, particularly in the context of parties or social gatherings. Example: ""¡Vamos a la joda! ¡Skere!"" (Let's go to the party! Skere!)","Youth Slang,Argentina,Trap Music"
es-AR,YOUTH_SLANG,Argentina,Stalkear,"To check someone's social media profiles extensively, often without their knowledge. It's an English loanword (""to stalk"") adapted to a Spanish verb.  Example: ""Estuve stalkeando a mi ex en Instagram."" (I was stalking my ex on Instagram.)","Internet,Social Media,Youth Slang"
es-AR,YOUTH_SLANG,Argentina,Tincho,"A pejorative stereotype of a superficial, wealthy young man, often associated with rugby, gyms, and showing off.  It's a diminutive of Martín and functions as a counterpart to ""milipili"".  The example sentence ""Ese bar está lleno de tinchos"" translates to ""That bar is full of 'tinchos'"".","Youth Slang,Pejorative,Stereotype"
es-AR,YOUTH_SLANG,Argentina,Wacho/a,"Means ""dude"" or ""guy/girl.""  It can be used affectionately among friends, but it can also be pejorative, used for a mischievous or untrustworthy person, or even an orphan. The intended meaning depends heavily on context.  A friendly example is: ""¿Qué hacés, wacho?"" (What's up, dude?). A pejorative example is: ""Ese wacho me robó."" (That punk robbed me.)","Informal,Youth Slang,Argentina"
es-AR,YOUTH_SLANG,Argentina,Y la queso,"Short for ""Y la que soporte.""  Means ""And so what? Deal with it. It is what it is.""  Literally translates to ""And the cheese,"" which is nonsensical. Originated recently as youth slang and an internet trend. Expresses defiance or acceptance. Example: ""Sí, llegué tarde, y la queso."" (Yes, I arrived late, so what?)","Defiance,Internet slang,Youth slang"
es-AR,URBAN_SLANG,Argentina,Bondi,"Slang term for ""bus"" (public transportation) in Argentina.  Example usage: ""Tengo que tomar el bondi para ir al centro."" (I have to take the bus to go downtown.)","Argentina,Public Transportation,Slang"
es-AR,URBAN_SLANG,Argentina,Laburo,"Means ""work"" or ""job."" It's derived from the Italian word ""lavoro.""  Example usage: ""Mañana tengo que ir al laburo temprano."" (Tomorrow I have to go to work early.)","Informal,Work,Argentina"
es-AR,URBAN_SLANG,Argentina,Birra,"Slang term for ""beer.""  It is borrowed directly from the Italian word ""birra.""  Example usage: ""¿Tomamos unas birras después del laburo?"" (Shall we have some beers after work?).","Informal,Beer,Argentina"
es-AR,REGIONAL_SLANG,Córdoba,Culiao/Culiada,"A very versatile term primarily from Córdoba, Argentina. It can be used as an insult (meaning ""asshole""), a term of endearment among friends, or simply as an emphatic interjection. The meaning depends entirely on the context.  Example of emphatic usage: ""Hace un frío, culiao."" (It's damn cold.)","Insult,Endearment,Emphatic"
es-AR,REGIONAL_SLANG,Rosario,Rosarigasino / Gasó,"A language game from Rosario, Argentina, where ""-gas-"" is inserted after the stressed vowel, which is then repeated.  Example: ""Amigo"" -> ""Amigasigo"".  It is not widely used currently but is a known regionalism.","Argentina,Rosario,Word Game"
es-AR,REGIONAL_SLANG,"Argentina, Uruguay",Salado/a,"In Argentina, ""salado/a"" can mean ""expensive"" or ""difficult.""  Example: ""¡Qué salado este restaurante!"" (This restaurant is so expensive!), ""El examen estuvo salado."" (The exam was tough.) In Uruguay, it can mean ""great/amazing"" or ""terrible/difficult,"" depending on the context. The meaning is highly dependent on the context and location.","Ambiguous,Rioplatense,Argentina,Uruguay"
es-AR,INTERNET_SLANG,Argentina,Cringe,"Borrowed from English, this term refers to something that causes embarrassment or awkwardness.  Example usage: ""Ese video me dio mucho cringe."" (That video made me cringe a lot.)","Internet,Embarrassment,English loanword"
es-AR,INTERNET_SLANG,Argentina,Stalkear,"Borrowed from the English verb ""to stalk,"" it means to excessively check someone's social media profiles.  The example provided, ""Dejá de stalkear a tu ex."" (Stop stalking your ex.), illustrates its usage in the context of monitoring an ex-partner's online activity.","Internet,Social Media,Informal"
es-AR,INTERNET_SLANG,Argentina,Hater,"A loanword from English.  It refers to someone who expresses negativity or criticism online.  The example provided shows its use in a sentence: ""No le hagas caso a los haters."" (Don't pay attention to the haters.)","Internet,Slang,English Loanword"
es-AR,JARGON,Argentina,Achicar (espacios),"In football (soccer) jargon, ""achicar (espacios)"" means to reduce the space between defensive lines.  Metaphorically, it means to reduce options or put pressure on someone.","Football,Soccer,Metaphorical"
es-AR,JARGON,Argentina,Aguantar la pelota,"In football (soccer), it means for a player to shield the ball under pressure.  Metaphorically, it means to hold one's ground and endure pressure.","Football,Metaphorical,Argentina"
es-AR,JARGON,Argentina,Alargue,"In football (soccer) context, it means extra time.  Metaphorically, it refers to an extension for anything.","Football,Soccer,Metaphorical"
es-AR,JARGON,Argentina,Amague / Amagar,"In football (soccer) context, it means a feint or dummy move; to feint.  Metaphorically, it refers to a deceptive move or statement; to pretend.  The term's usage extends beyond the literal sporting context to encompass deceitful actions or pronouncements in general.","Football,Soccer,Metaphorical"
es-AR,JARGON,Argentina,Arco,"In football (soccer) context, ""arco"" means both the goal (structure) and the act of scoring a goal.  Metaphorically, it can also refer to an objective or target.","Football,Soccer,Metaphorical"
es-AR,JARGON,Argentina,Barra brava,"Organized group of hardcore, often violent, fans. This term is associated with football (soccer) culture.","Football,Violence,Argentina"
es-AR,JARGON,Argentina,Caño,"In football (soccer) context, it means a nutmeg (passing the ball through an opponent's legs).  Metaphorically, it refers to a clever trick that embarrasses someone.","Football,Soccer,Metaphorical"
es-AR,JARGON,Argentina,Chamuyo,"Smooth talk, sweet talk, often deceptive or used to persuade or flirt.  Can also refer to idle chatter.  Example: ""No le creas, es puro chamuyo."" (Don't believe him, it's all smooth talk.)","Informal,Deceptive,Persuasion"
es-AR,JARGON,Argentina,Clásico,"In football (soccer) context, it refers to a derby match between rival teams.  Metaphorically, it can be used to describe any classic rivalry.","Football,Rivalry,Metaphorical"
es-AR,JARGON,Argentina,Colgarse del travesaño,"In football (soccer) context, it means to play extremely defensively.  Metaphorically, it refers to being overly cautious and avoiding risks.","Football,Soccer,Metaphorical"
es-AR,JARGON,Argentina,Cortita y al pie,"In football (soccer) context, it refers to a short, simple, and precise pass.  Metaphorically, it means direct, concise, and to the point.  The phrase highlights the efficiency and lack of unnecessary complexity.","Football,Metaphorical,Concise"
es-AR,JARGON,Argentina,Dame Bola,"In the context of football (soccer), it means ""Pass me the ball.""  Metaphorically, it means ""Pay attention to me!""","Football,Metaphorical,Informal"
es-AR,JARGON,Argentina,Gambeta / Gambetear,"In football (soccer) contexts, ""gambeta"" means ""dribble"" and ""gambetear"" means ""to dribble"".  Metaphorically, it refers to skillfully evading a difficult situation or question.","Football,Soccer,Metaphorical"
es-AR,JARGON,Argentina,Gol en contra,"In football (soccer), it means an own goal.  Metaphorically, it refers to an action that inadvertently harms oneself.","Football,Soccer,Metaphorical"
es-AR,JARGON,Argentina,Habilitar,"In football (soccer) context, ""habilitar"" means to make a pass that leaves a teammate in a good scoring position.  Metaphorically, it also means to enable or authorize something.","Football,Soccer,Metaphorical"
es-AR,JARGON,Argentina,Morfón/a,"In football (soccer) context, a morfón/a is a selfish player who doesn't pass the ball.  Metaphorically, it refers to a selfish person in any context. The term carries a pejorative connotation.","Football,Selfish,Pejorative"
es-AR,JARGON,Argentina,Palomita,"In Argentinian football (soccer) slang, ""Palomita"" refers to a diving header.  It literally translates to ""little dove"", likely due to the visual similarity of the player's movement to a diving bird.","Football,Soccer,Argentina"
